DATE,MONTH,Fall,Winter,Spring,Summer,DailyAverageDewPointTemperature,DailyAverageDryBulbTemperature,DailyAverageRelativeHumidity,DailyAverageSeaLevelPressure,DailyAverageStationPressure,DailyAverageWetBulbTemperature,DailyAverageWindSpeed,DailyCoolingDegreeDays,DailyDepartureFromNormalAverageTemperature,DailyHeatingDegreeDays,DailyMaximumDryBulbTemperature,DailyMinimumDryBulbTemperature,DailyPeakWindDirection,DailyPeakWindSpeed,DailyPrecipitation,DailySnowDepth,DailySnowfall,DailySustainedWindDirection,DailySustainedWindSpeed,willRain,SeattleTwoDaysBeforePrecip,Humidity Diff
7/9/2018,7,0,0,0,1,41,85,24,29.87,27,59,5,20,10.6,0,102,67,320,22,0,0,0,330,13,0,0,-6
7/10/2018,7,0,0,0,1,40,78,26,29.95,27.07,57,11.3,13,3.3,0,90,66,310,26,0,0,0,320,20,0,0.03,2
7/11/2018,7,0,0,0,1,42,75,34,29.94,27.04,57,8,10,0.1,0,91,58,320,27,0,0,0,300,20,0,0,8
7/12/2018,7,0,0,0,1,43,76,34,29.94,27.05,58,6.3,11,0.8,0,93,59,300,22,0,0,0,300,16,0,0.04,0
7/13/2018,7,0,0,0,1,39,81,24,29.94,27.04,58,6.5,16,5.5,0,99,63,330,22,0,0,0,360,14,0,0,-10
7/14/2018,7,0,0,0,1,42,83,25,29.91,27.03,60,8.4,18,7.3,0,100,66,320,23,0,0,0,320,18,0,0,1
7/15/2018,7,0,0,0,1,46,81,31,29.91,27.03,61,5.8,16,5.1,0,97,64,330,29,0,0,0,330,21,0,0,6
7/16/2018,7,0,0,0,1,49,84,33,29.9,27.03,63,7.3,19,7.9,0,98,70,320,47,0.1,0,0,320,32,1,0,2
7/17/2018,7,0,0,0,1,45,81,30,29.94,27.05,61,5.4,16,4.7,0,99,63,350,21,0,0,0,350,16,0,0,-3
7/18/2018,7,0,0,0,1,38,84,21,29.91,27.03,59,8.9,19,7.5,0,99,68,320,24,0,0,0,360,17,0,0,-9
7/19/2018,7,0,0,0,1,39,80,24,29.89,27.01,58,6.3,15,3.3,0,98,62,340,22,0,0,0,340,17,0,0,3
7/20/2018,7,0,0,0,1,37,81,24,29.84,26.96,57,6.7,16,4.2,0,98,63,330,22,0,0,0,340,15,0,0,0
7/21/2018,7,0,0,0,1,34,78,22,29.87,27,55,6.7,13,1,0,97,59,350,21,0,0,0,340,15,0,0.04,-2
7/22/2018,7,0,0,0,1,31,77,21,30.04,27.14,54,7.5,12,-0.1,0,93,60,320,32,0,0,0,320,16,0,0,-1
7/23/2018,7,0,0,0,1,34,81,18,30,27.1,57,5.1,16,3.8,0,100,61,320,17,0,0,0,350,13,0,0,-3
7/24/2018,7,0,0,0,1,45,87,23,29.94,27.06,62,7,22,9.7,0,102,71,350,22,0,0,0,330,16,0,0,5
7/25/2018,7,0,0,0,1,43,85,24,29.97,27.09,61,6.9,20,7.6,0,101,69,300,25,0,0,0,320,18,0,0,1
7/26/2018,7,0,0,0,1,41,83,24,29.95,27.06,59,6,18,5.6,0,100,66,360,25,0,0,0,340,17,0,0,0
7/27/2018,7,0,0,0,1,38,83,22,29.86,26.98,58,6.9,18,5.5,0,100,66,330,23,0,0,0,340,17,0,0,-2
7/28/2018,7,0,0,0,1,37,83,21,29.87,27,58,7.2,18,5.5,0,98,67,320,24,0,0,0,320,18,0,0,-1
7/29/2018,7,0,0,0,1,38,81,23,29.95,27.07,58,5.2,16,3.5,0,98,63,300,21,0,0,0,320,15,0,0,2
7/30/2018,7,0,0,0,1,40,85,21,29.94,27.06,60,6.2,20,7.5,0,100,70,140,18,0,0,0,140,15,0,0,-2
7/31/2018,7,0,0,0,1,44,87,23,29.84,26.98,62,6.7,22,9.5,0,98,76,190,23,0,0,0,180,18,0,0,2
8/1/2018,8,0,0,0,1,46,86,27,29.8,26.93,62,6.9,21,8.5,0,100,71,240,17,0,0,0,150,12,0,0,4
8/2/2018,8,0,0,0,1,40,81,25,29.8,26.93,58,6,16,3.6,0,96,66,340,22,0,0,0,340,15,0,0,-2
8/3/2018,8,0,0,0,1,34,75,25,29.86,26.97,54,8.4,10,-2.4,0,88,61,310,30,0,0,0,320,18,0,0,0
8/4/2018,8,0,0,0,1,39,72,33,29.86,26.95,55,6.5,7,-5.3,0,87,56,330,22,0,0,0,330,17,0,0,8
8/5/2018,8,0,0,0,1,39,75,29,29.9,27.01,55,6.7,10,-2.2,0,90,60,310,26,0,0,0,310,18,0,0.01,-4
8/6/2018,8,0,0,0,1,38,78,25,29.99,27.09,56,6.5,13,0.9,0,93,63,300,23,0,0,0,320,16,0,0,-4
8/7/2018,8,0,0,0,1,39,79,25,29.92,27.03,57,6.4,14,2.1,0,96,62,280,23,0,0,0,290,17,0,0,0
8/8/2018,8,0,0,0,1,37,85,19,29.89,27.01,59,6.5,20,8.2,0,102,67,280,20,0,0,0,290,13,0,0,-6
8/9/2018,8,0,0,0,1,41,88,20,29.89,27.01,61,5.5,23,11.4,0,106,69,330,18,0,0,0,330,14,0,0,1
8/10/2018,8,0,0,0,1,38,93,18,29.81,26.95,61,7,28,16.5,0,110,75,130,24,0,0,0,120,17,0,0.25,-2
8/11/2018,8,0,0,0,1,41,88,22,29.79,26.93,61,5.6,23,11.7,0,104,71,300,23,0,0,0,290,18,0,0.09,4
8/12/2018,8,0,0,0,1,42,76,34,29.93,27.03,56,9.3,11,-0.1,0,88,63,330,23,0,0,0,320,16,0,0.06,12
8/13/2018,8,0,0,0,1,41,76,33,29.89,26.99,56,6.9,11,0.1,0,94,57,300,29,0,0,0,310,18,0,0,-1
8/14/2018,8,0,0,0,1,42,77,32,29.85,26.95,57,5.3,12,1.3,0,95,59,280,22,0,0,0,320,16,0,0,-1
8/15/2018,8,0,0,0,1,36,81,21,29.83,26.95,57,6.7,16,5.5,0,98,63,250,18,0,0,0,260,13,0,0.02,-11
8/16/2018,8,0,0,0,1,40,85,22,29.9,27.03,59,6.7,20,9.8,0,99,71,200,33,0,0,0,210,23,0,0,1
8/17/2018,8,0,0,0,1,43,83,26,29.97,27.08,60,6.9,18,8,0,94,72,80,27,0,0,0,90,22,0,0,4
8/18/2018,8,0,0,0,1,41,76,30,30.03,27.13,57,6.4,11,1.2,0,91,60,300,22,0,0,0,280,16,0,0,4
8/19/2018,8,0,0,0,1,40,81,25,29.9,27,58,9.3,16,6.5,0,97,65,160,28,0,0,0,160,21,0,0,-5
8/20/2018,8,0,0,0,1,43,76,34,29.81,26.93,57,9.1,11,1.8,0,90,62,310,43,0,0,0,310,31,0,0,9
8/21/2018,8,0,0,0,1,46,68,48,29.97,27.05,56,5.6,3,-6,0,81,55,300,21,0,0,0,310,15,0,0,14
8/22/2018,8,0,0,0,1,42,73,34,29.91,27,56,4.6,8,-0.7,0,86,59,150,15,0,0,0,140,12,0,0,-14
8/23/2018,8,0,0,0,1,38,74,28,29.86,26.96,55,5.3,9,0.6,0,89,59,350,18,0,0,0,130,13,0,0,-6
8/24/2018,8,0,0,0,1,36,72,29,29.82,26.93,53,6.6,7,-1.1,0,84,59,330,25,0,0,0,320,16,0,0,1
8/25/2018,8,0,0,0,1,37,69,33,29.86,26.95,53,6.3,4,-3.8,0,86,52,330,30,0,0,0,330,22,0,0.07,4
8/26/2018,8,0,0,0,1,39,65,38,29.85,26.93,52,7.9,0,-7.5,0,74,56,330,23,0,0,0,320,17,0,0.13,5
8/27/2018,8,0,0,0,1,44,63,51,29.92,27,53,9.2,0,-9.2,2,73,52,360,33,0.01,0,0,350,24,1,0,13
8/28/2018,8,0,0,0,1,41,62,48,30.05,27.1,51,4.9,0,-9.9,3,78,46,310,18,0,0,0,300,12,0,0,-3
8/29/2018,8,0,0,0,1,35,71,29,29.89,26.96,53,5.8,6,-0.5,0,88,54,160,21,0,0,0,150,15,0,0,-19
8/30/2018,8,0,0,0,1,35,75,24,29.81,26.93,54,8.7,10,3.8,0,87,62,350,22,0,0,0,350,16,0,0,-5
8/31/2018,8,0,0,0,1,40,69,37,29.94,27.02,53,8.1,4,-1.9,0,80,58,300,26,0,0,0,310,20,0,0,13
9/1/2018,9,1,0,0,0,33,67,31,29.93,27,50,7.2,2,-3.6,0,82,52,320,23,0,0,0,310,15,0,0,-6
9/2/2018,9,1,0,0,0,30,70,25,29.92,27,50,6.3,5,-0.2,0,85,54,330,21,0,0,0,330,15,0,0.04,-6
9/3/2018,9,1,0,0,0,30,72,22,29.89,26.98,51,6.9,7,2.1,0,89,55,330,21,0,0,0,340,16,0,0,-3
9/4/2018,9,1,0,0,0,41,71,37,29.9,27,55,5.3,6,1.5,0,88,54,320,19,0,0,0,310,14,0,0,15
9/5/2018,9,1,0,0,0,39,76,29,29.91,27.01,56,6.2,11,6.8,0,96,56,160,22,0,0,0,150,15,0,0,-8
9/6/2018,9,1,0,0,0,37,80,22,29.94,27.04,57,8.1,15,11.2,0,95,65,130,24,0,0,0,150,18,0,0,-7
9/7/2018,9,1,0,0,0,43,76,31,29.94,27.04,58,4.3,11,7.5,0,90,61,310,14,0,0,0,100,13,0,0,9
9/8/2018,9,1,0,0,0,38,74,29,29.87,26.98,55,8.3,9,5.9,0,85,63,320,28,0,0,0,330,17,0,0.01,-2
9/9/2018,9,1,0,0,0,36,68,32,29.89,26.98,52,5.6,3,0.2,0,84,52,310,18,0,0,0,340,13,0,0,3
9/10/2018,9,1,0,0,0,33,68,27,29.82,26.91,51,6.9,3,0.6,0,83,53,330,23,0,0,0,360,16,0,0,-5
9/11/2018,9,1,0,0,0,38,62,42,29.83,26.9,50,8.2,0,-5,3,73,51,330,24,0,0,0,350,18,0,0,15
9/12/2018,9,1,0,0,0,36,60,43,29.8,26.88,48,7.9,0,-6.7,5,71,48,290,24,0,0,0,300,20,0,0,1
9/13/2018,9,1,0,0,0,34,63,38,29.85,26.95,48,6.2,0,-3.3,2,73,53,280,23,0,0,0,260,16,0,0,-5
9/14/2018,9,1,0,0,0,29,66,27,29.85,26.93,48,6.4,1,0.1,0,83,49,160,23,0,0,0,200,16,0,0,-11
9/15/2018,9,1,0,0,0,34,68,33,29.77,26.87,49,7,3,2.5,0,77,58,230,18,0,0,0,330,15,0,0,6
9/16/2018,9,1,0,0,0,33,63,34,29.9,26.98,48,7,0,-2.2,2,76,50,120,20,0,0,0,120,15,0,0,1
9/17/2018,9,1,0,0,0,33,63,36,29.92,26.98,48,4.4,0,-1.8,2,78,47,300,17,0,0,0,300,13,0,0,2
9/18/2018,9,1,0,0,0,37,62,41,29.91,26.91,50,4.5,0,-2.4,3,79,44,320,22,0,0,0,310,17,0,0,5
9/19/2018,9,1,0,0,0,33,60,36,29.87,26.93,48,5.8,0,-4,5,74,45,280,26,0,0,0,330,21,0,0,-5
9/20/2018,9,1,0,0,0,31,59,37,30.03,27.09,46,7,0,-4.6,6,73,44,340,21,0,0,0,350,16,0,0,1
9/21/2018,9,1,0,0,0,25,66,23,30.01,27.06,47,5.7,1,2.8,0,83,49,120,20,0,0,0,110,17,0,0,-14
9/22/2018,9,1,0,0,0,29,69,25,29.88,26.96,49,6.4,4,6.1,0,83,55,120,20,0,0,0,120,16,0,0,2
9/23/2018,9,1,0,0,0,35,59,43,29.93,27.01,48,8.4,0,-3.5,6,70,48,300,30,0,0,0,340,21,0,0,18
9/24/2018,9,1,0,0,0,29,54,39,30.08,27.11,43,8.2,0,-8.1,11,69,38,300,26,0,0,0,310,20,0,0,-4
9/25/2018,9,1,0,0,0,30,55,40,30.2,27.23,44,4.7,0,-6.7,10,69,41,260,15,0,0,0,300,12,0,0,1
9/26/2018,9,1,0,0,0,28,60,33,30.18,27.21,45,6.2,0,-1.3,5,75,44,350,17,0,0,0,320,13,0,0,-7
9/27/2018,9,1,0,0,0,28,65,26,29.99,27.04,47,5.2,0,4.1,0,82,48,350,19,0,0,0,160,10,0,0,-7
9/28/2018,9,1,0,0,0,35,66,33,29.8,26.88,50,5.5,1,5.5,0,80,52,140,14,0,0,0,140,12,0,0,7
9/29/2018,9,1,0,0,0,34,67,32,29.67,26.77,50,3.9,2,6.9,0,81,52,340,13,0,0,0,340,10,0,0,-1
9/30/2018,9,1,0,0,0,39,64,41,29.81,26.9,50,6.3,0,4.3,1,72,55,300,23,0,0,0,320,16,0,0,9
10/1/2018,10,1,0,0,0,39,61,45,29.87,26.93,49,8.1,0,1.7,4,71,51,130,20,0,0,0,140,16,0,0,4
10/2/2018,10,1,0,0,0,39,66,38,29.77,26.84,52,4.8,1,7.1,0,75,57,360,15,0,0,0,350,12,0,0,-7
10/3/2018,10,1,0,0,0,43,63,49,29.84,26.91,52,5.8,0,4.5,2,73,53,320,19,0.01,0,0,320,15,1,0,11
10/4/2018,10,1,0,0,0,48,52,91,29.87,26.93,50,6.7,0,-6.1,13,60,43,340,31,0.33,0,0,330,23,1,0.02,42
10/5/2018,10,1,0,0,0,41,51,71,30.05,27.06,45,4.4,0,-6.7,14,62,39,140,13,0.01,0,0,140,10,1,0.01,-20
10/6/2018,10,1,0,0,0,44,52,77,29.92,26.96,47,8.4,0,-5.3,13,58,46,310,25,0.08,0,0,310,22,1,0,6
10/7/2018,10,1,0,0,0,36,51,60,30,27.03,44,12.1,0,-5.9,14,62,39,310,30,0,0,0,310,23,0,0,-17
10/8/2018,10,1,0,0,0,34,49,57,29.93,26.95,42,5,0,-7.5,16,61,36,310,21,0,0,0,310,14,0,0,-3
10/9/2018,10,1,0,0,0,43,49,84,29.75,26.8,46,9.2,0,-7.1,16,54,43,300,23,0.95,0,0,300,17,1,0,27
10/10/2018,10,1,0,0,0,39,46,73,29.92,26.95,44,3.4,0,-9.7,19,54,38,280,19,0,0,0,280,10,0,0,-11
10/11/2018,10,1,0,0,0,36,47,63,30.03,27.08,43,5,0,-8.3,18,58,36,280,22,0,0,0,300,16,0,0,-10
10/12/2018,10,1,0,0,0,34,51,57,30.08,27.08,42,5,0,-3.9,14,63,38,330,15,0,0,0,130,12,0,0,-6
10/13/2018,10,1,0,0,0,31,48,54,30.03,27.06,40,12.7,0,-6.5,17,60,36,320,40,0,0,0,310,30,0,0.05,-3
10/14/2018,10,1,0,0,0,24,41,54,30.38,27.35,35,5.4,0,-13.1,24,54,28,140,23,0,0,0,120,17,0,0,0
10/15/2018,10,1,0,0,0,22,45,45,30.43,27.39,35,6,0,-8.7,20,57,32,250,24,0,0,0,300,14,0,0,-9
10/16/2018,10,1,0,0,0,27,51,45,30.37,27.35,39,5.4,0,-2.3,14,63,38,130,16,0,0,0,140,13,0,0,0
10/17/2018,10,1,0,0,0,32,51,51,30.26,27.26,42,3.7,0,-1.9,14,65,37,150,14,0,0,0,130,10,0,0,6
10/18/2018,10,1,0,0,0,35,55,51,30.2,27.21,44,5.7,0,2.5,10,67,42,130,18,0,0,0,120,14,0,0,0
10/19/2018,10,1,0,0,0,36,55,51,30.31,27.32,46,5.4,0,2.9,10,69,41,120,16,0,0,0,140,13,0,0,0
10/20/2018,10,1,0,0,0,36,58,50,30.2,27.21,46,5.1,0,6.3,7,72,43,140,17,0,0,0,140,13,0,0,-1
10/21/2018,10,1,0,0,0,37,57,52,30.03,27.06,46,3.6,0,5.7,8,69,44,130,17,0,0,0,130,13,0,0,2
10/22/2018,10,1,0,0,0,37,60,46,29.96,27.01,48,6.1,0,9.1,5,73,47,150,19,0,0,0,350,14,0,0,-6
10/23/2018,10,1,0,0,0,44,60,58,29.93,27,51,8.5,0,9.6,5,69,50,120,22,0,0,0,120,17,0,0,12
10/24/2018,10,1,0,0,0,42,58,56,30.01,27.06,49,7,0,8,7,67,48,290,30,0,0,0,300,22,0,0,-2
10/25/2018,10,1,0,0,0,36,53,54,30.17,27.19,45,3.7,0,3.4,12,64,41,140,15,0,0,0,140,12,0,0.01,-2
10/26/2018,10,1,0,0,0,42,61,57,30.1,27.14,50,5,0,11.8,4,71,51,320,20,0.01,0,0,340,14,1,0,3
10/27/2018,10,1,0,0,0,46,56,69,30.05,27.08,51,4.6,0,7.2,9,67,44,130,17,0,0,0,150,13,0,0,12
10/28/2018,10,1,0,0,0,42,58,59,29.94,27,49,8.4,0,9.6,7,67,49,330,26,0,0,0,330,21,0,0.11,-10
10/29/2018,10,1,0,0,0,35,49,64,30.13,27.16,42,5.7,0,1,16,57,40,330,25,0.01,0,0,330,20,1,0,5
10/30/2018,10,1,0,0,0,30,43,64,30.28,27.26,37,5.6,0,-4.6,22,54,32,320,20,0,0,0,300,15,0,0,0
10/31/2018,10,1,0,0,0,32,43,64,30.21,27.2,39,5.7,0,-4.1,22,49,37,300,16,0.01,0,0,80,10,1,0,0
11/1/2018,11,1,0,0,0,43,51,79,30.2,27.2,46,2.7,0,4.3,14,60,42,90,10,0.01,0,0,120,8,1,0,15
11/2/2018,11,1,0,0,0,41,52,70,30.11,27.13,46,7.4,0,5.7,13,60,43,350,23,0.02,0,0,350,17,1,0,-9
11/3/2018,11,1,0,0,0,33,45,60,30.25,27.24,40,5.9,0,-0.9,20,55,34,340,16,0,0,0,150,13,0,0,-10
11/4/2018,11,1,0,0,0,35,51,57,29.95,26.96,43,7.8,0,5.6,14,60,42,350,24,0.01,0,0,330,17,1,0,-3
11/5/2018,11,1,0,0,0,29,42,60,30.05,27.06,37,4.1,0,-3,23,53,31,320,23,0,0,0,310,15,0,0,3
11/6/2018,11,1,0,0,0,28,43,61,30.16,27.15,36,5.6,0,-1.6,22,52,34,330,21,0,0,0,330,16,0,0,1
11/7/2018,11,1,0,0,0,26,40,62,30.25,27.23,33,6.3,0,-4.1,25,49,30,310,21,0,0,0,320,16,0,0,1
11/8/2018,11,1,0,0,0,19,34,58,30.5,27.45,29,5.4,0,-9.7,31,46,21,300,24,0,0,0,300,20,0,0,-4
11/9/2018,11,1,0,0,0,16,37,46,30.38,27.3,29,6.7,0,-6.3,28,49,25,130,19,0,0,0,120,14,0,0.05,-12
11/10/2018,11,1,0,0,0,20,39,52,30.2,27.18,30,9.1,0,-3.8,26,51,26,330,37,0,0,0,330,29,0,0.04,6
11/11/2018,11,1,0,0,0,19,32,59,30.45,27.39,27,6.2,0,-10.4,33,44,20,300,22,0,0,0,320,16,0,0.13,7
11/12/2018,11,1,0,0,0,14,37,46,30.66,27.58,27,6.4,0,-5,28,47,26,170,17,0,0,0,120,13,0,0,-13
11/13/2018,11,1,0,0,0,16,38,45,30.64,27.55,29,2.8,0,-3.5,27,50,25,130,12,0,0,0,140,10,0,0,-1
11/14/2018,11,1,0,0,0,18,37,51,30.49,27.41,29,3.5,0,-4.1,28,48,25,140,14,0,0,0,150,12,0,0.01,6
11/15/2018,11,1,0,0,0,20,41,49,30.35,27.28,31,2.9,0,0.4,24,53,28,160,12,0,0,0,150,9,0,0,-2
11/16/2018,11,1,0,0,0,25,41,58,30.17,27.14,34,4.7,0,0.8,24,53,28,320,17,0,0,0,320,15,0,0.42,9
11/17/2018,11,1,0,0,0,28,39,67,30.25,27.24,34,3.7,0,-0.8,26,49,29,130,12,0,0,0,130,10,0,0.01,9
11/18/2018,11,1,0,0,0,24,37,66,30.34,27.29,31,4.8,0,-2.3,28,48,25,140,14,0,0,0,140,12,0,0.17,-1
11/19/2018,11,1,0,0,0,21,35,61,30.35,27.29,29,4.6,0,-3.9,30,46,24,140,14,0,0,0,130,12,0,0,-5
11/20/2018,11,1,0,0,0,21,36,59,30.25,27.19,29,4,0,-2.5,29,47,25,130,16,0,0,0,130,13,0,0,-2
11/21/2018,11,1,0,0,0,20,34,56,30.1,27.06,29,4,0,-4,31,43,24,130,15,0,0,0,120,12,0,0.03,-3
11/22/2018,11,1,0,0,0,31,45,59,29.89,26.89,39,10.1,0,7.4,20,56,33,290,50,0.07,0,0,290,33,1,0.05,3
11/23/2018,11,1,0,0,0,35,39,82,29.85,26.85,37,10.7,0,1.8,26,45,33,280,37,0.18,0,0,320,26,1,0.02,23
11/24/2018,11,1,0,0,0,29,37,72,30.06,27.08,34,8.6,0,0.2,28,45,29,350,27,0.02,0,0,320,20,1,0.05,-10
11/25/2018,11,1,0,0,0,24,37,67,30.36,27.31,31,6.2,0,0.6,28,46,27,120,19,0,0,0,130,14,0,0,-5
11/26/2018,11,1,0,0,0,23,35,63,30.36,27.29,31,4.3,0,-1,30,44,26,140,15,0,0,0,140,13,0,0,-4
11/27/2018,11,1,0,0,0,30,41,67,30,26.98,36,10,0,5.4,24,47,34,130,27,0.13,0,0,140,20,1,0,4
11/28/2018,11,1,0,0,0,37,41,92,29.87,26.87,38,2.7,0,5.8,24,48,33,270,17,0.01,0,0,270,14,1,0,25
11/29/2018,11,1,0,0,0,33,35,91,29.68,26.69,35,4.1,0,0.2,30,40,30,20,13,0.02,0,0,360,10,1,0,-1
11/30/2018,11,1,0,0,0,34,38,90,29.77,26.8,36,5.6,0,3.5,27,42,33,290,30,0.36,0,0,300,24,1,0,-1
12/1/2018,12,0,1,0,0,32,36,87,29.81,26.82,34,9.1,0,1.9,29,40,32,120,25,0.3,0,0.4,130,20,1,0.03,-3
12/2/2018,12,0,1,0,0,30,31,92,30.04,26.98,31,5.3,0,-2.8,34,34,28,310,21,0.39,1,3.4,280,14,1,0.03,5
12/3/2018,12,0,1,0,0,25,30,84,30.34,27.28,27,2.2,0,-3.4,35,38,22,130,12,0,3,0,130,9,0,0.3,-8
12/4/2018,12,0,1,0,0,16,25,77,30.46,27.36,21,6.1,0,-8.1,40,32,17,170,21,0,2,0,150,15,0,0.01,-7
12/5/2018,12,0,1,0,0,11,20,74,30.3,27.2,16,5.9,0,-12.8,45,27,13,130,17,0,2,0,140,14,0,0,-3
12/6/2018,12,0,1,0,0,10,19,70,30.37,27.25,16,5.3,0,-13.5,46,27,11,140,17,0,2,0,140,14,0,0,-4
12/7/2018,12,0,1,0,0,13,22,70,30.41,27.3,19,3.3,0,-10.2,43,29,14,110,13,0,2,0,120,12,0,0.56,0
12/8/2018,12,0,1,0,0,20,24,79,30.54,27.44,23,1.2,0,-8,41,30,17,250,9,0,2,0,140,7,0,0,9
12/9/2018,12,0,1,0,0,24,33,74,30.5,27.42,29,12.5,0,1.3,32,37,28,160,27,0,2,0,150,21,0,0.03,-5
12/10/2018,12,0,1,0,0,25,30,80,30.35,27.29,28,3.7,0,-1.5,35,34,25,170,15,0,1,0.3,180,12,0,0.1,6
12/11/2018,12,0,1,0,0,27,35,77,30.26,27.26,31,8.4,0,3.8,30,39,30,120,29,0,1,0.3,130,20,0,0.09,-3
12/12/2018,12,0,1,0,0,28,35,77,30.24,27.15,32,9.2,0,4,30,41,28,130,32,0.06,1,0.1,120,25,1,0,0
12/13/2018,12,0,1,0,0,20,32,60,30.45,27.37,28,10.7,0,1.2,33,38,26,120,21,0,1,0,120,16,0,0,-17
12/14/2018,12,0,1,0,0,22,35,60,30.16,27.11,30,15.5,0,4.4,30,44,26,120,43,0.01,0,0,130,32,1,0,0
12/15/2018,12,0,1,0,0,28,37,72,30.18,27.15,33,9.9,0,6.5,28,42,32,150,26,0,0,0,140,18,0,0,12
12/16/2018,12,0,1,0,0,28,41,62,30.11,27.09,35,10.1,0,10.7,24,49,32,210,44,0,0,0,220,31,0,0,-10
12/17/2018,12,0,1,0,0,36,44,84,30.09,27.09,39,6.4,0,13.8,21,50,37,130,19,0.14,0,0,120,15,1,0,22
12/18/2018,12,0,1,0,0,27,42,68,30.16,27.13,32.88,7.8,0,11.9,23,45,38,120,30,0.15,0,0,110,24,1,0,-16
12/19/2018,12,0,1,0,0,31,42,68,30.34,27.3,37,4.3,0,12,23,50,34,140,23,0,0,0,140,17,0,0,0
12/20/2018,12,0,1,0,0,29,41,62,30.09,27.08,36,9.3,0,11.1,24,51,31,130,30,0,0,0,140,23,0,0,-6
12/21/2018,12,0,1,0,0,28,35,73,30.11,27.09,33,7.4,0,5.2,30,41,29,300,29,0.01,0,0,310,23,1,0,11
12/22/2018,12,0,1,0,0,19,30,63,30.34,27.28,26,5.3,0,0.3,35,38,22,120,19,0,0,0,130,14,0,0,-10
12/23/2018,12,0,1,0,0,26,35,71,30.21,27.17,31,9.7,0,5.3,30,38,32,130,30,0.05,0,0,130,22,1,0,8
12/24/2018,12,0,1,0,0,34,40,87,30.03,27.01,36,6,0,10.4,25,44,35,110,18,0.14,0,0,110,15,1,0,16
12/25/2018,12,0,1,0,0,30,36,83,29.99,26.95,33,9.3,0,6.4,29,44,28,300,31,0,0,0,320,24,0,0.06,-4
12/26/2018,12,0,1,0,0,22,31,74,30.16,27.11,27,4.1,0,1.4,34,39,22,300,12,0.03,0,0.3,300,10,1,0,-9
12/27/2018,12,0,1,0,0,25,32,80,30.15,27.12,29,10.4,0,2.4,33,37,27,320,27,0.01,0,0.2,320,20,1,0.66,6
12/28/2018,12,0,1,0,0,18,29,65,30.35,27.28,25,7.7,0,-0.6,36,34,23,300,24,0,0,0,320,18,0,0.45,-15
12/29/2018,12,0,1,0,0,26,32,83,30.34,27.26,29,6.9,0,2.4,33,36,28,150,19,0.03,0,0.3,140,14,1,0.84,18
12/30/2018,12,0,1,0,0,29,36,78,30.01,26.98,33,10.8,0,6.4,29,41,30,320,32,0.08,0,0.2,320,24,1,0.61,-5
12/31/2018,12,0,1,0,0,16,28,58,30.21,27.16,25,10.7,0,-1.6,37,37,19,320,25,0,0,0,320,18,0,0.02,-20
1/1/2019,1,0,1,0,0,10,22,61,30.43,27.33,18,6.3,0,-7.7,43,30,14,150,18,0,0,0,140,14,0,0.03,3
1/2/2019,1,0,1,0,0,13,25,61,30.47,27.36,21,9.2,0,-4.8,40,32,18,140,19,0,0,0,140,14,0,0.02,0
1/3/2019,1,0,1,0,0,17,28,66,30.36,27.27,24,5.1,0,-1.9,37,38,18,180,22,0,0,0,170,16,0,0.04,5
1/4/2019,1,0,1,0,0,20,31,67,30.14,27.09,27,3.5,0,1.1,34,38,23,170,17,0,0,0,160,13,0,0.3,1
1/5/2019,1,0,1,0,0,23,35,70,29.84,26.82,29,6.7,0,5,30,46,23,120,36,0,0,0,110,26,0,0.18,3
1/6/2019,1,0,1,0,0,27,41,58,29.7,26.73,35,10.1,0,10.9,24,47,35,130,31,0,0,0,120,23,0,0.03,-12
1/7/2019,1,0,1,0,0,24,35,67,30.1,27.11,31,6.4,0,4.8,30,41,29,310,31,0.02,0,0.1,310,25,1,0,9
1/8/2019,1,0,1,0,0,21,37,57,30.29,27.22,30,10.8,0,6.7,28,46,27,150,24,0,0,0,150,18,0,0.05,-10
1/9/2019,1,0,1,0,0,30,43,59,30.04,27.04,38,11.2,0,12.6,22,50,36,140,31,0,0,0,150,23,0,0.04,2
1/10/2019,1,0,1,0,0,34,43,74,30.19,27.18,38,5.9,0,12.5,22,52,33,140,18,0.01,0,0,110,14,1,0,15
1/11/2019,1,0,1,0,0,28,38,72,30.25,27.21,33,7.6,0,7.4,27,48,27,180,25,0,0,0,170,18,0,0.07,-2
1/12/2019,1,0,1,0,0,23,33,72,30.29,27.24,29,6.2,0,2.3,32,42,24,170,23,0,0,0,170,17,0,0,0
1/13/2019,1,0,1,0,0,21,30,75,30.38,27.31,25,4.9,0,-0.8,35,37,22,150,16,0,0,0,160,12,0,0,3
1/14/2019,1,0,1,0,0,19,28,74,30.33,27.24,24,4.5,0,-2.9,37,36,19,160,17,0,0,0,150,14,0,0,-1
1/15/2019,1,0,1,0,0,25,32,83,30.1,27.04,27,1.7,0,1,33,39,24,280,13,0.07,0,0.8,130,8,1,0,9
1/16/2019,1,0,1,0,0,31,34,84,30,26.98,33,5.8,0,2.9,31,45,23,90,35,0.1,1,0.4,100,26,1,0.11,1
1/17/2019,1,0,1,0,0,34,46,64,29.79,26.84,41,12.7,0,14.7,19,52,39,140,32,0.01,0,0,140,24,1,0.02,-20
1/18/2019,1,0,1,0,0,28,41,61,30.24,27.24,36,7,0,9.6,24,45,37,140,26,0.05,0,0,140,20,1,0.03,-3
